abn,charity_name,state,charity_size,conducted_activities_2016,main_activity_2016,operates_in_vic,staff_full_time_2016,staff_part_time_2016,staff_casual_2016,staff_volunteers_2016,government_grants_2016,donations_and_bequests_2016,all_other_revenue_2016,total_revenue_2016,other_income_2016,total_gross_income_2016,employee_expenses_2016,interest_expenses_2016,grants_and_donations_made_for_use_in_australia_2016,grants_and_donations_made_for_use_outside_australia_2016,all_other_expenses_2016,total_expenses_2016,net_surplus_deficit_2016,ABN_Validation
53025685870,Cybec Foundation,VIC,Large,Y,Social Services,Y,0,0,0,5,0,0,2191710,2191710,0,2191710,0,0,608443,0,1562171,2170614,21096,Valid ABN
53094807280,Vincentcare Victoria,VIC,Large,Y,Social Services,Y,134,134,15,1497,26514687,947046,11650218,39111951,23470458,62582409,24933247,41019,0,0,16083119,41057385,21525024,Valid ABN
53103247355,The Faithfull-Goulburn Trust,VIC,Small,Y,Social Services,Y,0,0,0,0,0,0,4127,4127,0,4127,0,0,40000,0,1320,41320,-37193,Valid ABN
53117840337,Alexandra Rsl Sub-Branch Welfare Patriotic Fund No W51,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,457,457,0,457,0,0,0,0,334,334,123,Valid ABN
53165246926,In Good Faith Foundation Ltd,VIC,Small,Y,Social Services,Y,0,3,2,15,231200,0,0,231200,0,231200,185773,0,0,0,60179,245952,-14752,Valid ABN
53212839162,The Basket Of Bread And Hope,VIC,Small,Y,Social Services,Y,0,0,0,16,0,386,0,386,0,386,0,0,0,0,0,0,386,Valid ABN
53233799456,Teen Challenge Ministries Inc,VIC,Small,Y,Social Services,Y,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
53262498534,THE RETURNED & SERVICES LEAGUE OF AUSTRALIA VICTORIAN BRANCH - HIGHETT WELFARE PATRIOTIC FUND,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2595,2595,-2595,Valid ABN
53294327597,Rsl (Victoria) House Building Fund,VIC,Large,Y,Social Services,Y,0,0,0,20,0,0,2740361,2740361,0,2740361,0,0,0,0,1122954,1122954,1617407,Valid ABN
53416687056,Autism Health & Well Being Association Incorporated,VIC,Small,Y,Social Services,Y,0,0,4,10,0,0,19408,19408,3,19411,3320,0,0,0,15582,18902,509,Valid ABN
53611428304,Volunteering Geelong Inc,VIC,Small,Y,Social Services,Y,0,3,0,25,106552,913,89100,196565,0,196565,171751,0,0,0,31927,203678,-7113,Valid ABN
53678533122,The Salvation Army Australia Southern Territory Social Work,VIC,Small,Y,Social Services,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
53706529324,The Returned And Services League Of Australia Victorian Branch,VIC,Small,Y,Social Services,Y,0,0,0,5,0,300,1865,2165,0,2165,0,0,300,0,1343,1643,522,Valid ABN
53793599879,Polish Community Council Of Victoria Inc,VIC,Large,Y,Social Services,Y,4,11,28,54,954539,54327,72565,1081431,274701,1356132,846146,0,700,0,472784,1319630,36502,Valid ABN
54050278754,St. Mary's House of Welcome,VIC,Large,Y,Social Services,Y,17,6,1,160,1054644,460497,596407,2111548,0,2111548,1290285,0,0,0,0,1290285,821263,Valid ABN
54080276921,Bunyip RSL Sub-Branch Welfare Patriotic Fund,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
54090993810,Fmc Relationship Services,VIC,Large,Y,Social Services,Y,38,43,0,7,8269711,0,611343,8881054,55047,8936101,5812755,74,0,0,3117258,8930087,6014,Valid ABN
54127220142,Kids Off The Kerb Ltd,VIC,Large,Y,Social Services,Y,6,6,5,30,5000,346271,724103,1075374,0,1075374,343242,0,0,80914,555360,979516,95858,Valid ABN
54143504009,Bridges Connecting Communities Limited,VIC,Medium,Y,Social Services,Y,4,8,1,230,789511,14381,138601,942493,0,942493,537408,0,0,0,317875,855283,87210,Valid ABN
54148105225,THE RETURNED & SERVICES LEAGUE OF AUSTRALIA VICTORIAN BRANCH - FLINDERS WELFARE PATRIOTIC FUND,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,199,199,0,199,0,0,0,0,0,0,199,Valid ABN
54184947038,Fairfield/Alphington RSL Sub-Branch Welfare Patriotic Fund,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,0,0,0,0,0,0,0,0,264,264,-264,Valid ABN
54188167193,Portarlington & St. Leonards RSL Sub-Branch Building Patriotic Fund,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,9295,9295,0,9295,0,0,0,0,9536,9536,-241,Valid ABN
54224281545,Red Shield Rsl Sub-Branch,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,791,791,0,791,0,0,0,0,467,467,323,Valid ABN
54224281545,Red Shield Rsl Sub-Branch,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,791,791,0,791,0,0,0,0,467,467,323,Valid ABN
54272831590,THE RETURNED & SERVICES LEAGUE OF AUSTRALIA VICTORIAN BRANCH - BLACKBURN WELFARE PATRIOTIC FUND,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,1,1,0,1,0,0,0,0,0,0,1,Valid ABN
54282515129,300 Blankets,VIC,Small,Y,Social Services,Y,0,0,0,100,0,24887,15144,40031,0,40031,0,0,16185,0,4358,20543,19488,Valid ABN
54299047008,St Arnaud Kindergarten Inc,VIC,Small,Y,Social Services,Y,0,0,0,20,0,0,0,0,10802,10802,0,0,0,0,16214,16214,-5412,Valid ABN
54397127186,Heyfield RSL Sub-Branch Building Patriotic Fund,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,6605,6605,0,6605,0,0,0,0,5530,5530,1076,Valid ABN
54413458514,EMERALD RSL SUB-BRANCH  PATRIOTIC FUND,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
54589625215,Avalon Centre Incorporated,VIC,Small,Y,Social Services,Y,0,0,0,70,7150,56235,10026,73411,0,73411,0,0,0,900,63013,63913,9498,Valid ABN
54604144167,Association of the Order of St Michael the Archangel,VIC,Small,Y,Social Services,Y,0,0,0,6,0,1730,18994,20724,0,20724,0,0,2000,0,7221,9221,11503,Valid ABN
54606488340,Genevieve's Community Kitchen Ltd,VIC,Small,Y,Social Services,Y,0,0,0,20,14000,1680,0,15680,0,15680,0,0,0,0,8794,8794,6886,Valid ABN
54616561359,Williams Syndrome Family Support Group (Vic) Inc,VIC,Small,Y,Social Services,Y,0,0,0,10,0,0,4094,4094,0,4094,0,0,0,0,7330,7330,-3236,Valid ABN
54706730559,RSL OF AUST VIC BRANCH MORTLAKE SUB BRANCH PATRIOTIC BUILDING FUND 2604,VIC,Small,Y,Social Services,Y,0,0,0,5,500,0,2553,3053,0,3053,0,0,0,0,2672,2672,381,Valid ABN
54869282861,Linc Church Services Network (manningham) Inc,VIC,Small,Y,Social Services,Y,0,0,0,46,7500,22104,1882,31486,696,32182,0,0,0,0,31545,31545,637,Valid ABN
55005611601,John Pierce Centre,VIC,Medium,Y,Social Services,Y,1,6,0,30,0,203918,259615,463533,12669,476202,251276,0,0,0,128700,379976,96226,Valid ABN
55096835621,Serbian Community Association Of Australia Inc,VIC,Small,Y,Social Services,Y,0,2,0,12,54842,0,2069,56911,0,56911,39428,0,0,0,21638,61066,-4155,Valid ABN
55100833726,DRYSDALE RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,3000,3000,0,3000,0,0,0,0,3000,3000,0,Valid ABN
55179032310,Shepparton Rsl Sub-Branch Welfare Patriotic Fund No W372,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,14,14,0,14,0,0,0,0,6489,6489,-6475,Valid ABN
55223772259,WRISC Family Violence Support Inc,VIC,Large,Y,Social Services,Y,2,15,1,12,1188319,4567,53809,1246695,0,1246695,847015,24052,964,0,369020,1241051,5644,Valid ABN
55254985836,Derrinallum Rsl Sub-Branch,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,200,200,0,200,0,0,0,0,329,329,-129,Valid ABN
55275789919,Friends of Castlemaine Library,VIC,Small,Y,Social Services,Y,0,0,0,25,8650,23360,8842,40852,0,40852,0,0,0,0,27683,27683,13169,Valid ABN
55326625390,UPWEY BELGRAVE RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,17003,17003,0,17003,0,0,0,0,15413,15413,1590,Valid ABN
55723137805,Rowville Baptist Cares Inc.,VIC,Small,Y,Social Services,Y,0,3,0,25,0,41290,7162,48452,0,48452,22500,0,0,0,10460,32960,15492,Valid ABN
55870662204,Loch Sport RSL Sub-Branch Welfare Patriotic Fund W3289,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,3977,3977,0,3977,0,0,0,0,3159,3159,818,Valid ABN
55934415138,Biala Ringwood Early Intervention Program,VIC,Small,Y,Social Services,Y,1,0,0,35,0,8006,52497,60503,0,60503,36290,0,0,0,9249,45539,14964,Valid ABN
55936054800,Briagolong RSL Sub-Branch Welfare Patriotic Fund,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
55957466070,Pakenham RSL Sub-Branch Welfare Patriotic Fund,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,20,20,0,20,0,0,0,0,0,0,20,Valid ABN
55976384138,THE RETURNED AND SERVICES LEAGUE OF AUSTRALIA VICTORIAN BRANCH - HEYWOOD WELFARE PATRIOTIC FUND,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,75,75,0,75,0,0,0,0,0,0,75,Valid ABN
56142500833,French Assist Melbourne Inc,VIC,Small,Y,Social Services,Y,0,0,0,24,0,181,1280,1461,0,1461,0,0,0,0,1914,1914,-453,Valid ABN
56147710807,Somali Intellectual Advisory Training And Welfare Foundation Limited,VIC,Small,Y,Social Services,Y,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
56265141966,Coburg Childrens Centre Inc,VIC,Large,Y,Social Services,Y,6,7,24,0,117142,1154,1590059,1708355,0,1708355,1357707,0,0,0,270933,1628640,79715,Valid ABN
56391231330,Old Collegians' Club Of The Methodist Ladies College (Kew) Incorporated,VIC,Small,Y,Social Services,Y,0,0,0,50,0,40000,66065,106065,0,106065,0,0,15778,0,80803,96581,9484,Valid ABN
56644199065,KANGAROO FLAT RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
56682370526,HEALESVILLE RSL SUB-BRANCH PATRIOTIC FUND,VIC,Medium,Y,Social Services,Y,0,0,0,5,0,0,455795,455795,0,455795,0,0,0,0,340295,397383,58412,Valid ABN
56690276207,Gippsland & East Gippsland Aboriginal Co-Operative Ltd,VIC,Large,Y,Social Services,Y,62,62,10,2,11889302,0,726253,12615555,0,12615555,7479607,0,0,0,3716059,11195666,1419889,Valid ABN
56855769898,ROSEBUD RSL SUB-BRANCH PATRIOTIC FUND,VIC,Large,Y,Social Services,Y,0,0,0,5,0,0,1034464,1034464,0,1034464,0,241017,0,0,810044,1051061,-16597,Valid ABN
57180872168,SUNSHINE RSL SUB-BRANCH WELFARE PATRIOTIC FUND NO W387,VIC,Small,Y,Social Services,Y,0,0,0,5,0,3132,1257,4389,0,4389,0,0,590,0,2588,3178,1211,Valid ABN
57558692246,Smart Communities Inc,VIC,Small,Y,Social Services,Y,0,0,0,10,0,1685,3212,4897,0,4897,0,0,0,0,7451,7451,-2554,Valid ABN
57570325725,Emerald Centre For Hope And Outreach Incorporated,VIC,Medium,Y,Social Services,Y,1,9,0,124,139868,67567,235063,442498,0,442498,294374,0,0,0,150121,444495,-1997,Valid ABN
57657330379,The Trustee For The Slavic Mission Charitable Trust,VIC,Small,Y,Social Services,Y,0,0,0,8,0,0,11869,11869,0,11869,0,0,12600,127737,1140,141477,-129608,Valid ABN
57685819813,Mallee Sexual Assault Unit Inc,VIC,Large,Y,Social Services,Y,23,10,1,0,2198631,14477,148045,2361153,0,2361153,1577345,66,0,0,0,1577411,783742,Valid ABN
57722960386,Blue Light Victoria Inc.,VIC,Small,Y,Social Services,Y,0,0,0,8,45000,13232,162463,220695,6727,227422,47498,0,0,0,124542,172040,55382,Valid ABN
57798518029,Kiewa Rsl Sub-Branch,VIC,Small,Y,Social Services,Y,0,0,0,15,0,982,15273,16255,0,16255,0,0,4350,0,10547,14897,1358,Valid ABN
57862812260,Stratford RSL Sub-Branch Welfare Patriotic Fund,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,0,0,0,0,0,0,0,0,516,516,-516,Valid ABN
57940718998,BLACKBURN RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
58284481109,THE RETURNED & SERVICES LEAGUE OF AUSTRALIA VICTORIAN BRANCH - JEPARIT WELFARE PATRIOTIC FUND,VIC,Small,Y,Social Services,Y,0,0,0,5,0,266,0,266,0,266,0,0,0,0,991,991,-725,Valid ABN
58317451694,ELMORE RSL SUB-BRANCH WELFARE PATRIOTIC FUND NO 156,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,1390,1390,0,1390,0,0,0,0,0,0,1390,Valid ABN
58414029878,RSL State Wide Building Patriotic Fund,VIC,Large,Y,Social Services,Y,0,0,0,10,0,0,6633773,6633773,0,6633773,0,0,345436,0,28641,374077,6259696,Valid ABN
58481815750,Girgarre Rsl Sub-Branch,VIC,Small,Y,Social Services,Y,0,0,0,15,2500,1000,6025,9525,0,9525,0,0,0,0,8745,8745,780,Valid ABN
58579390898,Carers of Africa Inc,VIC,Small,Y,Social Services,Y,0,2,6,130,5000,1723,159913,166636,0,166636,49905,0,0,0,97915,147820,18816,Valid ABN
58673491650,Meredith Rsl Sub-Branch,Vic,Small,Y,Social Services,Y,0,0,0,5,0,0,0,0,0,0,0,0,0,0,100,100,-100,Valid ABN
58839448688,BORONIA  RSL SUB-BRANCH  PATRIOTIC FUND,VIC,Small,Y,Social Services,Y,0,0,0,5,12363,5331,104639,122333,0,122333,0,0,0,0,138967,145533,-23199,Valid ABN
58948367990,ALTONA RSL SUB-BRANCH PATRIOTIC FUND,VIC,Medium,Y,Social Services,Y,0,0,0,5,0,18000,300687,318687,0,318687,0,0,0,0,181447,181447,137240,Valid ABN
58984500578,WERRIBEE RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,Y,Social Services,Y,0,0,0,5,0,5900,100090,105990,0,105990,0,0,0,0,68080,68983,37007,Valid ABN
59032986751,The Tipping Foundation Ltd,VIC,Large,Y,Social Services,Y,40,259,112,40,20022478,220712,6572083,26815273,343329,27158602,21060022,97505,0,0,6028694,27186221,-27619,Valid ABN
59048912615,Edithvale Chelsea Rsl Sub Branch Inc,VIC,Large,Y,Social Services,Y,9,10,16,30,0,5224,3605623,3610847,89730,3700577,1300198,6663,64600,0,2026507,3397968,302609,Valid ABN
59093747454,Carinya Society,VIC,Large,Y,Social Services,Y,24,23,13,25,2768415,114937,464119,3347471,46320,3393791,2273429,0,0,0,749695,3023124,370667,Valid ABN
59159498469,William Wilberforce Foundation,VIC,Small,Y,Social Services,Y,0,1,0,0,0,27684,766,28450,0,28450,29910,0,0,0,10290,40200,-11750,Valid ABN
59484879590,Kar Shed Inc,VIC,Small,Y,Social Services,Y,0,0,2,10,0,21669,56,21725,0,21725,8662,0,0,0,1789,10451,11274,Valid ABN
59532306898,The Trustee for Estate Henry Charles Enticknap,VIC,Small,Y,Social Services,Y,0,0,0,0,0,0,0,0,33650,33650,0,0,0,0,33650,33650,0,Valid ABN
59600661956,EPPING RSL SUB-BRANCH WELFARE PATRIOTIC FUND NO W161,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,3963,3963,0,3963,0,0,0,0,0,0,3963,Valid ABN
59629445857,ARARAT RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,158916,158916,0,158916,0,0,0,0,129463,210888,-51972,Valid ABN
59649254505,CLUNES RSL SUB-BRANCH BUILDING PATRIOTIC FUND NO 2706,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
59692961257,BAIRNSDALE RSL SUB BRANCH WELFARE PATRIOTIC FUND NO W61,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,0,0,0,0,0,0,0,0,26,26,-26,Valid ABN
59790395833,The Alexandra Yea Mansfield Group Of Melbourne Legacy Inc,VIC,Small,Y,Social Services,Y,0,0,0,25,0,3325,11598,14923,0,14923,0,0,0,0,30491,30491,-15568,Valid ABN
59901963154,Down Syndrome Association Of Vic Inc,VIC,Large,Y,Social Services,Y,1,8,12,180,525463,269000,418399,1212862,158368,1371230,658354,2044,0,0,389422,1049820,321410,Valid ABN
60043932205,COLAC RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,54742,54742,0,54742,0,0,0,0,44092,44092,10651,Valid ABN
60044287049,Daylesford Community Child Care Centre Inc,VIC,Large,Y,Social Services,Y,9,13,14,1,4000,0,1814470,1818470,22257,1840727,1291288,0,0,0,598855,1890143,-49416,Valid ABN
60049809020,Infants Needs Lending Centre,VIC,Small,Y,Social Services,Y,0,0,0,5,0,6212,0,6212,0,6212,0,0,0,0,6473,6473,-261,Valid ABN
60125260244,Jobco Employment Services Inc,VIC,Large,Y,Social Services,Y,70,20,4,10,2236918,2307,4210015,6449240,0,6449240,4621048,193,41024,0,2273435,6935700,-486460,Valid ABN
60204426080,Flemington/Kensington RSL Sub-Branch Welfare Patriotic Fund,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,948,948,0,948,4827,0,0,0,11753,16580,-15632,Valid ABN
60258043517,Rupanyup RSL Sub-Branch Building Patriotic Fund,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
60267302546,Hamilton RSL Sub-Branch Inc,VIC,Small,Y,Social Services,Y,0,0,0,5,2525,6860,8191,17576,0,17576,0,0,200,0,10083,10283,7293,Valid ABN
60365467553,Kiewa RSL Sub-Branch Building Patriotic Fund,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,10314,10314,0,10314,0,0,0,0,6668,6668,3647,Valid ABN
60425110175,Essendon RSL Sub-Branch Patriotic Fund,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,6892,6892,0,6892,0,0,0,0,7841,7841,-949,Valid ABN
60569178962,MANSFIELD RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,717,717,0,717,0,0,0,0,600,600,117,Valid ABN
60602578923,Heart 2 Heart Foundation Limited,VIC,Small,Y,Social Services,Y,0,0,0,5,0,24120,0,24120,0,24120,0,0,14410,0,0,14410,9710,Valid ABN
60618920846,Omeo RSL Sub-Branch Welfare Patriotic Fund,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,2,2,0,2,0,0,0,0,0,0,2,Valid ABN
60755750787,The Trustee For The Coburg Helping Hand Foundation,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,994,994,0,994,0,0,0,0,0,0,994,Valid ABN
60759441100,Avenel Rsl Sub-Branch,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,3681,3681,0,3681,0,0,0,0,2702,2702,979,Valid ABN
60829316980,Minus18 Foundation (Inc.),VIC,Medium,Y,Social Services,Y,0,4,0,65,123000,57743,275229,455972,0,455972,95562,0,0,0,209244,304806,151166,Valid ABN
60881196152,The Lucas Foundation,VIC,Small,Y,Social Services,Y,0,0,0,15,0,30400,0,30400,0,30400,0,0,25000,0,520,25520,4880,Valid ABN
60925877366,Dookie RSL Sub-Branch Welfare Patriotic Fund,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,390,390,0,390,0,0,0,0,832,832,-442,Valid ABN
61119500506,Nursing and Midwifery Health Program Victoria Ltd,VIC,Medium,Y,Social Services,Y,1,8,0,0,500000,2965,38361,541326,0,541326,329910,0,0,0,198862,528772,12554,Valid ABN
61144934592,Crossway Lifecare Ltd,VIC,Large,Y,Social Services,Y,7,11,11,147,0,1559165,284662,1843827,644190,2488017,1069568,0,0,0,449714,1519282,968735,Valid ABN
61209041745,North East Support And Action For Youth Incorporated,VIC,Large,Y,Social Services,Y,10,9,0,44,1277220,7002,226092,1510314,0,1510314,1136986,15939,0,0,414536,1567461,-57147,Valid ABN
61227861064,The Crossing Community Centre incorporated,VIC,Small,Y,Social Services,Y,0,0,0,0,37553,0,1,37554,0,37554,0,0,37553,0,0,37553,1,Valid ABN
61293097454,Frankston Life Community Inc.,VIC,Small,Y,Social Services,Y,0,2,0,30,0,56121,29053,85174,141141,226315,52649,0,0,0,246363,299012,-72697,Valid ABN
61293626627,BALLARAT RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
61321463378,Doncaster Community Care & Counselling Centre,VIC,Large,Y,Social Services,Y,6,33,0,520,1187433,278598,1273483,2739514,0,2739514,1815102,0,0,0,916260,2731362,8152,Valid ABN
61354551576,Good Shepherd Australia New Zealand,VIC,Large,Y,Social Services,Y,70,50,15,20,8053242,707219,6148783,14909244,0,14909244,10927525,0,0,0,4035771,14963296,-54052,Valid ABN
61360370816,Woorinen Rsl Sub-Branch,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,3220,3220,0,3220,0,0,0,0,2816,2816,403,Valid ABN
61491357121,Spotswood Kingsville RSL Sub-Branch Building Patriotic Fund B2774,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
61492862112,Merbein RSL Sub-Branch Welfare Patriotic Fund,VIC,Small,Y,Social Services,Y,0,0,0,5,0,1250,0,1250,0,1250,0,0,0,0,1487,1487,-237,Valid ABN
61525392159,EAST MALVERN RSL SUB-BRANCH  PATRIOTIC FUND,VIC,Large,Y,Social Services,Y,0,0,0,5,0,0,5007834,5007834,0,5007834,0,0,0,0,4021996,4021996,985838,Valid ABN
61842055066,THE RSL OF AUSTRALIA VICTORIAN BRANCH - BENTLEIGH WELFARE PATRIOTIC FUND,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,2549,2549,0,2549,0,0,8796,0,2624,11420,-8871,Valid ABN
62037866291,GREENSBOROUGH RSL SUB-BRANCH PATRIOTIC FUND,VIC,Medium,Y,Social Services,Y,0,0,0,5,0,0,570340,570340,0,570340,0,0,0,0,380434,431874,138466,Valid ABN
62311991470,BENALLA RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,11393,11393,0,11393,0,0,0,0,8082,8082,3311,Valid ABN
62540384092,BruNSWick Industries Association Inc,VIC,Large,Y,Social Services,Y,7,91,2,7,1045105,0,669926,1715031,0,1715031,1276856,0,0,0,379895,1656751,58280,Valid ABN
62648170797,Concern Australia Welfare Inc.,VIC,Large,Y,Social Services,Y,21,7,3,30,1982295,127900,771519,2881714,14298,2896012,2121121,0,0,0,1073698,3194819,-298807,Valid ABN
62656462249,Fish Creek RSL Sub-Branch Building Patriotic Fund,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,257,257,0,257,0,0,0,0,308,308,-51,Valid ABN
62757629845,Avenel RSL Sub-Branch Welfare Patriotic Fund,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,3,3,0,3,0,0,0,0,327,327,-324,Valid ABN
62762490245,Interchange Inner East Assoc Inc,VIC,Large,Y,Social Services,Y,4,9,120,132,1159196,9605,1366788,2535589,0,2535589,2057288,0,0,0,285512,2342800,192789,Valid ABN
62792911264,The Babes Project Incorporated,VIC,Small,Y,Social Services,Y,0,3,0,29,0,133770,44972,178742,0,178742,40507,0,0,0,100566,141073,37669,Valid ABN
62824473664,Mirboo North RSL Sub-Branch Welfare Patriotic Fund,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,0,0,0,0,0,0,0,0,331,331,-331,Valid ABN
62869562897,RETURNED & SERVICES LEAGUE OF AUSTRALIA VIC BRANCH INC - LILYDALE WELFARE PATRIOTIC FUND,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
63004280871,Scope (Aust) Ltd,VIC,Large,Y,Social Services,Y,287,910,331,900,78469000,3659000,9217000,91345000,2572000,93917000,76493000,0,0,0,18711000,95204000,-1287000,Valid ABN
63066828936,Windermere Child & Family Services Inc,VIC,Large,Y,Social Services,Y,80,82,5,2,13388479,200219,2766059,16354757,8665,16363422,12447848,0,0,0,3887121,16334969,28453,Valid ABN
63073435291,Kevin Heinze Garden Centre Inc,VIC,Medium,Y,Social Services,Y,1,7,2,70,146925,30963,220950,398838,0,398838,304451,0,0,0,112730,417181,-18343,Valid ABN
63204872452,The Trustee for OAKLEIGH-CARNEGIE RSL SUB BRANCH INC WELFARE PATRIOTIC FUND W315,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,378,378,0,378,0,0,0,0,3043,3043,-2665,Valid ABN
63403473841,Chrysalis Insight Inc.,VIC,Medium,Y,Social Services,Y,1,0,0,25,0,250000,53261,303261,0,303261,36530,0,0,0,171935,208465,94796,Valid ABN
63602261389,Heads Together For ABI Limited,VIC,Small,Y,Social Services,Y,0,0,1,60,4752,59235,7863,71850,0,71850,7845,0,0,0,20242,28087,43763,Valid ABN
63608173100,I CAN Network Ltd.,VIC,Small,Y,Social Services,Y,1,0,12,60,30000,83260,105446,218706,0,218706,58508,0,0,0,115811,174319,44387,Valid ABN
63638645369,Wimmera Uniting Care,VIC,Large,Y,Social Services,Y,91,172,81,12,15234727,158565,5258864,20652156,480785,21132941,12827184,74593,3750,0,10839011,23744538,-2611597,Valid ABN
63914724204,Alexandra Rsl Sub-Branch Building Patriotic Fund No 2578,VIC,Small,Y,Social Services,Y,0,0,0,5,0,300,6155,6455,0,6455,0,0,0,0,5265,5265,1190,Valid ABN
64114965815,Asylum Seeker Resource Centre Inc.,VIC,Large,Y,Social Services,Y,47,34,43,1500,500042,6509198,1651762,8661002,0,8661002,5540985,0,500042,0,2403754,8444781,216221,Valid ABN
64567903916,Camcare Incorporated,VIC,Large,Y,Social Services,Y,2,19,0,80,1242942,66280,335897,1645119,0,1645119,1177412,0,36822,0,493102,1707336,-62217,Valid ABN
64762103425,Victorian Person Centred Services Inc,VIC,Large,Y,Social Services,Y,21,360,358,10,26551976,2973448,0,29525424,147641,29673065,23089844,9112,0,0,7060966,30159922,-486857,Valid ABN
64939210190,The Trustee For Birchall Family Foundation Trust,VIC,Medium,Y,Social Services,Y,0,0,0,1,0,0,499887,499887,0,499887,0,0,332000,0,47014,379014,120873,Valid ABN
64952262675,THE RETURNED & SERVICES LEAGUE OF AUSTRALIA VICTORIAN BRANCH - KEILOR EAST WELFARE PATRIOTIC FUND,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,8527,8527,0,8527,0,0,8070,0,30072,38142,-29615,Valid ABN
65371926979,COBRAM/BAROOGA RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,Y,Social Services,Y,0,0,0,5,0,0,4047,4047,0,4047,0,0,0,0,6707,6707,-2660,Valid ABN
65448311622,Minerva Community Services Incorporated,VIC,Large,Y,Social Services,Y,2,19,1,6,1309507,0,409032,1718539,0,1718539,1150575,0,0,0,489538,1640113,78426,Valid ABN
65497589246,The Trustee For Estate C J Gill,VIC,Small,Y,Social Services,Y,0,0,0,0,0,0,18278,18278,0,18278,0,0,0,0,18278,18278,0,Valid ABN
